"blueprint","item_name","item_key","category","process","tier","craftTimeSec","slot","resource","scu","minQuality","quantityMultiplier","modifierCount","optional"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_12","Inquisitor Legs Black","outlaw_legacy_armor_medium_legs_01_01_12","FPSArmours","CraftingProcess_Creation","0","190","Protective Sheathing","Tungsten","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_12","Inquisitor Legs Black","outlaw_legacy_armor_medium_legs_01_01_12","FPSArmours","CraftingProcess_Creation","0","190","Sheathing Coating","Laranite","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_13","Inquisitor Legs Dark Red","outlaw_legacy_armor_medium_legs_01_01_13","FPSArmours","CraftingProcess_Creation","0","190","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_13","Inquisitor Legs Dark Red","outlaw_legacy_armor_medium_legs_01_01_13","FPSArmours","CraftingProcess_Creation","0","190","Protective Sheathing","Tungsten","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_13","Inquisitor Legs Dark Red","outlaw_legacy_armor_medium_legs_01_01_13","FPSArmours","CraftingProcess_Creation","0","190","Sheathing Coating","Laranite","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_14","Inquisitor Legs Sienna","outlaw_legacy_armor_medium_legs_01_01_14","FPSArmours","CraftingProcess_Creation","0","190","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_14","Inquisitor Legs Sienna","outlaw_legacy_armor_medium_legs_01_01_14","FPSArmours","CraftingProcess_Creation","0","190","Protective Sheathing","Tungsten","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_14","Inquisitor Legs Sienna","outlaw_legacy_armor_medium_legs_01_01_14","FPSArmours","CraftingProcess_Creation","0","190","Sheathing Coating","Laranite","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_15","Inquisitor Legs Tan","outlaw_legacy_armor_medium_legs_01_01_15","FPSArmours","CraftingProcess_Creation","0","190","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_15","Inquisitor Legs Tan","outlaw_legacy_armor_medium_legs_01_01_15","FPSArmours","CraftingProcess_Creation","0","190","Protective Sheathing","Tungsten","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_15","Inquisitor Legs Tan","outlaw_legacy_armor_medium_legs_01_01_15","FPSArmours","CraftingProcess_Creation","0","190","Sheathing Coating","Laranite","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_16","Inquisitor Legs Dark Green","outlaw_legacy_armor_medium_legs_01_01_16","FPSArmours","CraftingProcess_Creation","0","190","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_16","Inquisitor Legs Dark Green","outlaw_legacy_armor_medium_legs_01_01_16","FPSArmours","CraftingProcess_Creation","0","190","Protective Sheathing","Tungsten","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_16","Inquisitor Legs Dark Green","outlaw_legacy_armor_medium_legs_01_01_16","FPSArmours","CraftingProcess_Creation","0","190","Sheathing Coating","Laranite","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_17","Inquisitor Legs Aqua","outlaw_legacy_armor_medium_legs_01_01_17","FPSArmours","CraftingProcess_Creation","0","190","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_17","Inquisitor Legs Aqua","outlaw_legacy_armor_medium_legs_01_01_17","FPSArmours","CraftingProcess_Creation","0","190","Protective Sheathing","Tungsten","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_17","Inquisitor Legs Aqua","outlaw_legacy_armor_medium_legs_01_01_17","FPSArmours","CraftingProcess_Creation","0","190","Sheathing Coating","Laranite","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_18","Inquisitor Legs Twilight","outlaw_legacy_armor_medium_legs_01_01_18","FPSArmours","CraftingProcess_Creation","0","190","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_18","Inquisitor Legs Twilight","outlaw_legacy_armor_medium_legs_01_01_18","FPSArmours","CraftingProcess_Creation","0","190","Protective Sheathing","Tungsten","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_18","Inquisitor Legs Twilight","outlaw_legacy_armor_medium_legs_01_01_18","FPSArmours","CraftingProcess_Creation","0","190","Sheathing Coating","Laranite","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_19","Inquisitor Legs Imperial","outlaw_legacy_armor_medium_legs_01_01_19","FPSArmours","CraftingProcess_Creation","0","190","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_19","Inquisitor Legs Imperial","outlaw_legacy_armor_medium_legs_01_01_19","FPSArmours","CraftingProcess_Creation","0","190","Protective Sheathing","Tungsten","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_19","Inquisitor Legs Imperial","outlaw_legacy_armor_medium_legs_01_01_19","FPSArmours","CraftingProcess_Creation","0","190","Sheathing Coating","Laranite","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_20","Inquisitor Legs Olive","outlaw_legacy_armor_medium_legs_01_01_20","FPSArmours","CraftingProcess_Creation","0","190","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_20","Inquisitor Legs Olive","outlaw_legacy_armor_medium_legs_01_01_20","FPSArmours","CraftingProcess_Creation","0","190","Protective Sheathing","Tungsten","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_20","Inquisitor Legs Olive","outlaw_legacy_armor_medium_legs_01_01_20","FPSArmours","CraftingProcess_Creation","0","190","Sheathing Coating","Laranite","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_21","Inquisitor Legs Scorched","outlaw_legacy_armor_medium_legs_01_01_21","FPSArmours","CraftingProcess_Creation","0","190","Insulative Liner","Aslarite","0.02","0",,"2","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_21","Inquisitor Legs Scorched","outlaw_legacy_armor_medium_legs_01_01_21","FPSArmours","CraftingProcess_Creation","0","190","Protective Sheathing","Tungsten","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_armor_medium_legs_01_01_21","Inquisitor Legs Scorched","outlaw_legacy_armor_medium_legs_01_01_21","FPSArmours","CraftingProcess_Creation","0","190","Sheathing Coating","Laranite","0.04","0",,"1","False"
"BP_CRAFT_outlaw_legacy_medium_armor_helmet_01_02_01","Morningstar Helmet Icefall","outlaw_legacy_medium_armor_helmet_01_02_01","FPSArmours","CraftingProcess_Creation","0","90","Insulative Liner","Aslarite","0.01","0",,"2","False"
"BP_CRAFT_outlaw_legacy_medium_armor_helmet_01_02_01","Morningstar Helmet Icefall","outlaw_legacy_medium_armor_helmet_01_02_01","FPSArmours","CraftingProcess_Creation","0","90","Protective Sheathing","Tungsten","0.03","0",,"1","False"
"BP_CRAFT_POWR_ACOM_S01_LumaCore_SCItem","LumaCore","powr_acom_s01_lumacore_scitem","VehicleComponentS1","CraftingProcess_Creation","0","810","Shell","Borase","0.35","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S01_LumaCore_SCItem","LumaCore","powr_acom_s01_lumacore_scitem","VehicleComponentS1","CraftingProcess_Creation","0","810","Stator Cores","Beryl","0.24","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S01_LumaCore_SCItem","LumaCore","powr_acom_s01_lumacore_scitem","VehicleComponentS1","CraftingProcess_Creation","0","810","Voltage Regulator","Laranite","0.14","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S01_StarHeart_SCItem","StarHeart","powr_acom_s01_starheart_scitem","VehicleComponentS1","CraftingProcess_Creation","0","780","Shell","Torite","0.35","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S01_StarHeart_SCItem","StarHeart","powr_acom_s01_starheart_scitem","VehicleComponentS1","CraftingProcess_Creation","0","780","Stator Cores","Laranite","0.24","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S01_StarHeart_SCItem","StarHeart","powr_acom_s01_starheart_scitem","VehicleComponentS1","CraftingProcess_Creation","0","780","Voltage Regulator","Laranite","0.14","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S01_SunFlare_SCItem","SunFlare","powr_acom_s01_sunflare_scitem","VehicleComponentS1","CraftingProcess_Creation","0","750","Shell","Tungsten","0.35","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S01_SunFlare_SCItem","SunFlare","powr_acom_s01_sunflare_scitem","VehicleComponentS1","CraftingProcess_Creation","0","750","Stator Cores","Laranite","0.24","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S01_SunFlare_SCItem","SunFlare","powr_acom_s01_sunflare_scitem","VehicleComponentS1","CraftingProcess_Creation","0","750","Voltage Regulator","Silicon","0.14","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S02_LuxCore_SCItem","LuxCore","powr_acom_s02_luxcore_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1170","Shell","Borase","1.22","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S02_LuxCore_SCItem","LuxCore","powr_acom_s02_luxcore_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1170","Stator Cores","Beryl","0.85","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S02_LuxCore_SCItem","LuxCore","powr_acom_s02_luxcore_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1170","Voltage Regulator","Laranite","0.5","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S02_SolarFlare_SCItem","SolarFlare","powr_acom_s02_solarflare_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1110","Shell","Tungsten","1.22","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S02_SolarFlare_SCItem","SolarFlare","powr_acom_s02_solarflare_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1110","Stator Cores","Laranite","0.85","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S02_SolarFlare_SCItem","SolarFlare","powr_acom_s02_solarflare_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1110","Voltage Regulator","Silicon","0.5","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S02_StarBurn_SCItem","StarBurn","powr_acom_s02_starburn_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1140","Shell","Torite","1.22","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S02_StarBurn_SCItem","StarBurn","powr_acom_s02_starburn_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1140","Stator Cores","Laranite","0.85","1",,"1","False"
"BP_CRAFT_POWR_ACOM_S02_StarBurn_SCItem","StarBurn","powr_acom_s02_starburn_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1140","Voltage Regulator","Laranite","0.5","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S01_Charger_SCItem","Charger","powr_aegs_s01_charger_scitem","VehicleComponentS1","CraftingProcess_Creation","0","780","Shell","Titanium","0.35","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S01_Charger_SCItem","Charger","powr_aegs_s01_charger_scitem","VehicleComponentS1","CraftingProcess_Creation","0","780","Stator Cores","Laranite","0.24","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S01_Charger_SCItem","Charger","powr_aegs_s01_charger_scitem","VehicleComponentS1","CraftingProcess_Creation","0","780","Voltage Regulator","Laranite","0.14","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S01_FierellCascade_SCItem","Fierell Cascade","powr_aegs_s01_fierellcascade_scitem","VehicleComponentS1","CraftingProcess_Creation","0","870","Shell","Lindinium","0.35","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S01_FierellCascade_SCItem","Fierell Cascade","powr_aegs_s01_fierellcascade_scitem","VehicleComponentS1","CraftingProcess_Creation","0","870","Stator Cores","Ouratite","0.24","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S01_FierellCascade_SCItem","Fierell Cascade","powr_aegs_s01_fierellcascade_scitem","VehicleComponentS1","CraftingProcess_Creation","0","870","Voltage Regulator","Beryl","0.14","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S01_Quadracell_SCItem","QuadraCell","powr_aegs_s01_quadracell_scitem","VehicleComponentS1","CraftingProcess_Creation","0","900","Shell","Stileron","0.35","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S01_Quadracell_SCItem","QuadraCell","powr_aegs_s01_quadracell_scitem","VehicleComponentS1","CraftingProcess_Creation","0","900","Stator Cores","Savrilium","0.24","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S01_Quadracell_SCItem","QuadraCell","powr_aegs_s01_quadracell_scitem","VehicleComponentS1","CraftingProcess_Creation","0","900","Voltage Regulator","Beryl","0.14","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S01_Regulus_SCItem","Regulus","powr_aegs_s01_regulus_scitem","VehicleComponentS1","CraftingProcess_Creation","0","840","Shell","Borase","0.35","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S01_Regulus_SCItem","Regulus","powr_aegs_s01_regulus_scitem","VehicleComponentS1","CraftingProcess_Creation","0","840","Stator Cores","Taranite","0.24","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S01_Regulus_SCItem","Regulus","powr_aegs_s01_regulus_scitem","VehicleComponentS1","CraftingProcess_Creation","0","840","Voltage Regulator","Laranite","0.14","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S02_Bolide_SCItem","Bolide","powr_aegs_s02_bolide_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1230","Shell","Lindinium","1.22","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S02_Bolide_SCItem","Bolide","powr_aegs_s02_bolide_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1230","Stator Cores","Ouratite","0.85","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S02_Bolide_SCItem","Bolide","powr_aegs_s02_bolide_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1230","Voltage Regulator","Beryl","0.5","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S02_Maelstrom_SCItem","Maelstrom","powr_aegs_s02_maelstrom_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1200","Shell","Borase","1.22","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S02_Maelstrom_SCItem","Maelstrom","powr_aegs_s02_maelstrom_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1200","Stator Cores","Taranite","0.85","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S02_Maelstrom_SCItem","Maelstrom","powr_aegs_s02_maelstrom_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1200","Voltage Regulator","Laranite","0.5","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S02_QuadracellMT_SCItem","QuadraCell MT","powr_aegs_s02_quadracellmt_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1260","Shell","Stileron","1.22","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S02_QuadracellMT_SCItem","QuadraCell MT","powr_aegs_s02_quadracellmt_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1260","Stator Cores","Savrilium","0.85","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S02_QuadracellMT_SCItem","QuadraCell MT","powr_aegs_s02_quadracellmt_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1260","Voltage Regulator","Beryl","0.5","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S02_Vortex_SCItem","Vortex","powr_aegs_s02_vortex_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1140","Shell","Titanium","1.22","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S02_Vortex_SCItem","Vortex","powr_aegs_s02_vortex_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1140","Stator Cores","Laranite","0.85","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S02_Vortex_SCItem","Vortex","powr_aegs_s02_vortex_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1140","Voltage Regulator","Laranite","0.5","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S03_Centurion_SCItem","Centurion","powr_aegs_s03_centurion_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1740","Shell","Borase","4.3","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S03_Centurion_SCItem","Centurion","powr_aegs_s03_centurion_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1740","Stator Cores","Taranite","3","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S03_Centurion_SCItem","Centurion","powr_aegs_s03_centurion_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1740","Voltage Regulator","Laranite","1.7","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S03_Drassik_SCItem","Drassik","powr_aegs_s03_drassik_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1680","Shell","Titanium","4.3","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S03_Drassik_SCItem","Drassik","powr_aegs_s03_drassik_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1680","Stator Cores","Laranite","3","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S03_Drassik_SCItem","Drassik","powr_aegs_s03_drassik_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1680","Voltage Regulator","Laranite","1.7","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S03_Fulgur_SCItem","Fulgur","powr_aegs_s03_fulgur_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1770","Shell","Lindinium","4.3","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S03_Fulgur_SCItem","Fulgur","powr_aegs_s03_fulgur_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1770","Stator Cores","Ouratite","3","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S03_Fulgur_SCItem","Fulgur","powr_aegs_s03_fulgur_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1770","Voltage Regulator","Beryl","1.7","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S03_QuadracellMX_SCItem","QuadraCell MX","powr_aegs_s03_quadracellmx_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1800","Shell","Stileron","4.3","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S03_QuadracellMX_SCItem","QuadraCell MX","powr_aegs_s03_quadracellmx_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1800","Stator Cores","Savrilium","3","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S03_QuadracellMX_SCItem","QuadraCell MX","powr_aegs_s03_quadracellmx_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1800","Voltage Regulator","Beryl","1.7","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S04_Idris_SCItem","Main Powerplant","powr_aegs_s04_idris_scitem","VehicleComponentS4","CraftingProcess_Creation","0","2580","Shell","Stileron","15","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S04_Idris_SCItem","Main Powerplant","powr_aegs_s04_idris_scitem","VehicleComponentS4","CraftingProcess_Creation","0","2580","Stator Cores","Savrilium","10.5","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S04_Idris_SCItem","Main Powerplant","powr_aegs_s04_idris_scitem","VehicleComponentS4","CraftingProcess_Creation","0","2580","Voltage Regulator","Beryl","6","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S04_Reclaimer_SCItem","Main Powerplant","powr_aegs_s04_reclaimer_scitem","VehicleComponentS4","CraftingProcess_Creation","0","2520","Shell","Riccite","15","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S04_Reclaimer_SCItem","Main Powerplant","powr_aegs_s04_reclaimer_scitem","VehicleComponentS4","CraftingProcess_Creation","0","2520","Stator Cores","Riccite","10.5","1",,"1","False"
"BP_CRAFT_POWR_AEGS_S04_Reclaimer_SCItem","Main Powerplant","powr_aegs_s04_reclaimer_scitem","VehicleComponentS4","CraftingProcess_Creation","0","2520","Voltage Regulator","Laranite","6","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S01_DynaFlux_SCItem","DynaFlux","powr_amrs_s01_dynaflux_scitem","VehicleComponentS1","CraftingProcess_Creation","0","870","Shell","Lindinium","0.35","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S01_DynaFlux_SCItem","DynaFlux","powr_amrs_s01_dynaflux_scitem","VehicleComponentS1","CraftingProcess_Creation","0","870","Stator Cores","Ouratite","0.24","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S01_DynaFlux_SCItem","DynaFlux","powr_amrs_s01_dynaflux_scitem","VehicleComponentS1","CraftingProcess_Creation","0","870","Voltage Regulator","Beryl","0.14","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S01_HyperGen_SCItem","HyperGen","powr_amrs_s01_hypergen_scitem","VehicleComponentS1","CraftingProcess_Creation","0","780","Shell","Titanium","0.35","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S01_HyperGen_SCItem","HyperGen","powr_amrs_s01_hypergen_scitem","VehicleComponentS1","CraftingProcess_Creation","0","780","Stator Cores","Laranite","0.24","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S01_HyperGen_SCItem","HyperGen","powr_amrs_s01_hypergen_scitem","VehicleComponentS1","CraftingProcess_Creation","0","780","Voltage Regulator","Laranite","0.14","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S01_JS300_SCItem","JS-300","powr_amrs_s01_js300_scitem","VehicleComponentS1","CraftingProcess_Creation","0","900","Shell","Stileron","0.35","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S01_JS300_SCItem","JS-300","powr_amrs_s01_js300_scitem","VehicleComponentS1","CraftingProcess_Creation","0","900","Stator Cores","Savrilium","0.24","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S01_JS300_SCItem","JS-300","powr_amrs_s01_js300_scitem","VehicleComponentS1","CraftingProcess_Creation","0","900","Voltage Regulator","Beryl","0.14","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S01_OverDrive_SCItem","OverDrive","powr_amrs_s01_overdrive_scitem","VehicleComponentS1","CraftingProcess_Creation","0","840","Shell","Borase","0.35","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S01_OverDrive_SCItem","OverDrive","powr_amrs_s01_overdrive_scitem","VehicleComponentS1","CraftingProcess_Creation","0","840","Stator Cores","Taranite","0.24","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S01_OverDrive_SCItem","OverDrive","powr_amrs_s01_overdrive_scitem","VehicleComponentS1","CraftingProcess_Creation","0","840","Voltage Regulator","Laranite","0.14","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S02_ExoGen_SCItem","ExoGen","powr_amrs_s02_exogen_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1140","Shell","Titanium","1.22","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S02_ExoGen_SCItem","ExoGen","powr_amrs_s02_exogen_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1140","Stator Cores","Laranite","0.85","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S02_ExoGen_SCItem","ExoGen","powr_amrs_s02_exogen_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1140","Voltage Regulator","Laranite","0.5","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S02_JS400_SCItem","JS-400","powr_amrs_s02_js400_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1260","Shell","Stileron","1.22","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S02_JS400_SCItem","JS-400","powr_amrs_s02_js400_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1260","Stator Cores","Savrilium","0.85","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S02_JS400_SCItem","JS-400","powr_amrs_s02_js400_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1260","Voltage Regulator","Beryl","0.5","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S02_TurboDrive_SCItem","TurboDrive","powr_amrs_s02_turbodrive_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1200","Shell","Borase","1.22","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S02_TurboDrive_SCItem","TurboDrive","powr_amrs_s02_turbodrive_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1200","Stator Cores","Taranite","0.85","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S02_TurboDrive_SCItem","TurboDrive","powr_amrs_s02_turbodrive_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1200","Voltage Regulator","Laranite","0.5","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S02_UltraFlux_SCItem","UltraFlux","powr_amrs_s02_ultraflux_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1230","Shell","Lindinium","1.22","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S02_UltraFlux_SCItem","UltraFlux","powr_amrs_s02_ultraflux_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1230","Stator Cores","Ouratite","0.85","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S02_UltraFlux_SCItem","UltraFlux","powr_amrs_s02_ultraflux_scitem","VehicleComponentS2","CraftingProcess_Creation","0","1230","Voltage Regulator","Beryl","0.5","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S03_JS500_SCItem","QuadraCell MX","powr_aegs_s03_quadracellmx_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1800","Shell","Stileron","4.3","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S03_JS500_SCItem","QuadraCell MX","powr_aegs_s03_quadracellmx_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1800","Stator Cores","Savrilium","3","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S03_JS500_SCItem","QuadraCell MX","powr_aegs_s03_quadracellmx_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1800","Voltage Regulator","Beryl","1.7","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S03_MegaFlux_SCItem","MegaFlux","powr_amrs_s03_megaflux_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1770","Shell","Lindinium","4.3","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S03_MegaFlux_SCItem","MegaFlux","powr_amrs_s03_megaflux_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1770","Stator Cores","Ouratite","3","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S03_MegaFlux_SCItem","MegaFlux","powr_amrs_s03_megaflux_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1770","Voltage Regulator","Beryl","1.7","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S03_SmartGen_SCItem","SmartGen","powr_amrs_s03_smartgen_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1680","Shell","Titanium","4.3","1",,"1","False"
"BP_CRAFT_POWR_AMRS_S03_SmartGen_SCItem","SmartGen","powr_amrs_s03_smartgen_scitem","VehicleComponentS3","CraftingProcess_Creation","0","1680","Stator Cores","Laranite","3","1",,"1","False"
